C4,21.4
A2,0
A3,0
E4,-4.1
D7,0
E7,21
B0,14
A0,-18.2
D2,153
C3,-45
B6,-66
D4,22.3
C6,-79.7
B4,41.5
B3,39.8
B2,-52.5
D3,-64.5
D6,79
E6,-2.8
C2,41.6
D5,16.1
C5,9.7
B5,-82.2
E5,0
C1,-61.5
B1,-12.2
A1,9.6
A4,-150.1
A5,46.6
